ID,latitude,longitude,name,mean_checkin_time,review,category
10043,29.9582961,-90.0646956,Goorin Bros.,1,"Mi tienda favorita de New Orleans... buscaba un sombrero para mi hijo, y sobresaliÃ³ la paciencia y profesionalismo de la joven que nos atendiÃ³   Trato personal y objetividad en el servicio... los precios estÃ¡n equilibrados, y la variedad y calidad impresionantes  Mi hijo feliz...   Recomendado 200%",Shopping
10087,29.96272439,-90.04625931,Dr Bob Art !,2,"I came here twice in one week.   The first time there was a huge sign that said open"" and a little sign that said be back at 10:30. It was way past 10:30. We were uncertain so my boyfriend rang the bell. The lady that answered rudely just pointed to the sign said nothing and shut the door.   I had really wanted to come buy some local art so I decided to give it one more chance before I left. Again we were greeted by the same lady this time a little nicer. She seemed like she genuinely cared about our visit but she really just wanted probe to find out if we were staying at an air bnb so she could accuse us of robbing New Orleans of their taxes.   During our stay we ONLY supported local businesses. We donated money to a battered women's shelter and we gave money to the Katrina Exhibit. I came to Dr bobs to spend some money but after meeting her I decided to spend it somewhere else.   Maybe you should look around and practice what you preach.""",Shopping
11395,29.9675743,-90.04486521,Red's Chinese,4,"Great hole-in-the-wall Cantonese food.  LARGE portions, excellent eggrolls.  Very personable owner who is happy you are there.  I'll be back!",Restaurants
13234,29.9542635,-90.0664927,The Chart Room,5,"As an expert bar diver, this place rates among the best.  Real, authentic, no BS jolly good time. I'll come back every time we visit NOLA!",Nightlife
12484,29.9202858,-90.1058867,Bordeaux,17,"Dominique Macquet really put together a great concept here and is executing it to perfection. My table split 3 appetizers (burrata, beef tartare, and prosciutto flatbread), and 5 entrees (rotisserie duck x2, rotisserie pheasant, rotisserie lamb, and soft shell crab). Everything was amazing. The rotisserie dishes were richly flavored and succulent. They were served with a gratin dauphinois that was soft and comforting, and a small green salad lightly dressed to bring some brightness and acidity. The soft shell crab was crispy and perfect. The appetizers were elegant and carefully curated. Service was impeccable and the sommelier, Bruno, recommended 2 bottles for the table, both from Bordeaux (per our request) that were both reasonably priced and perfectly paired to our dishes. We didn't opt for dessert because of a time-sensitive commitment, but we will be back. It was amazing, and Chef Dominique and Jon, the owner, both came out to speak with us twice. Great atmosphere, incredible food, wonderful wine and cocktails. Couldn't have asked for a better experience. Add this one to your New Orleans rising stars list.",Restaurants
10561,29.9666628,-90.0386146,Med-Pro Pharmacy,15,"While on vacay in New Orleans, I had to transfer prescriptions over from Asheville. Waiting for a prescription to be filled has never been more fun. The staff is sooooo friendly, especially the young lady who took care of us. They had no problem getting the transfer taken over and were just as sweet as pie. Makes me want to move to NOLA, just to do my Rx business with them!",Shopping
10282,29.9570258,-90.0634135,Ooh La La Gallerie,7,"My wife and I stumbled upon this place strolling through the streets a few months ago.  Neither of us are big glass enthusiasts, but my wife has a very picky taste in jewelry, and tends to line more modern designs.    There were a plethora of great looking pieces that suited her, which is great for me because now I know where to go in the future for holiday gifts.    These are all entirely unique hand made items, and there were many items to choose from.  A real hidden gem.",Shopping
13330,29.96409015,-90.05770968,The Spotted Cat Music Club,11,"First of all, cover charge for bars in New Orleans are for suckers and tourists! The cat has no cover but is always always providing some of the best music in town! Cash only at the bar, and there is a one drink minimum, but really, you're in New Orleans or course you're drinking! Great people, always a friendly vibe, it's packed so be ok with touching people and people touching you. And it's hot, so it's ok to sweat some, and if you're a female ( use the men's room, it's cool we don't care) there will be a long line to the pisser. Bartenders are friendly and serve great drinks The bouncer is cool and you don't want to do anything to make him otherwise, and the crowd ranges from young to old, rich to not and all inbtween. Enjoy!",Nightlife
11487,29.9488507,-90.1197751,Roman Pizza,5,"What a gem!  It's tucked away in what used to be an old gas station right next to the cemetery.  Yes, it looks sketchy, and many times looks like it may have closed. Although they claim that they don't allow pick up after 9pm, I have found that if you tap on the window and give them sad puppy dog eyes they will let you inside (protip: make sure your guns/knives/bowstaffs/etc aren't visible when you do this....that might ruin the puppy effect).  The pizza is pretty good - not the best in the city (slice or PD), but much better than your domino's or the nearby dough bowl (an less saturated with drunk 18 year olds). Plus it has more of a home-made taste to it, so you don't feel as disgusting after you eat. My personal favorites are the juan's pizza with a side of smiley sticks.  What are smiley sticks?  They are Cheese sticks with pepperoni",Restaurants
11097,30.0207626,-90.0768371,Papa John's Pizza,1,"Ordered an XL pizza and 16 wings. $34 before tip. An hour later the pizza arrived cold, and the wings were the size of child's pinky finger. A complete waste of time and money. For $40 with tip there are a thousand better options than this place.",Restaurants
13339,29.9673788,-90.0571066,Mag's 940,12,Fantastic bar!  The owner is wonderful and he and his staff took SUCH great care of us.  We were there for our friend's 40th birthday....this was the place we'd start in the morning before walking into town and where we'd stop for a nightcap and a little dancing before bed each night.,Nightlife
13403,29.9246243,-90.0856772,The Rendezvous Tavern,16,"I have a little bit of bad news for the recently converted AmEx carrying hipsters of DC:  Your dive bars"" in DC are not dive bars.  As a matter of fact",Nightlife
10465,29.9566153,-90.0660757,Wellington & Company,12,"While visiting New Orleans, we stumbled upon a few jewelry stores, but this particular store was the absolute best. Ryan Kelly, the store manager was more than helpful. He took his time with us. He is knowledgeable and gave us so much information on diamonds and our search for engagement rings.  This has to be one of the BEST jewelers in town! Also, you'll save on tax if you live out of town and your item is shipped, another plus!",Shopping
11929,29.9458041,-90.0897381,Wingstop,10,Great service  Good price  Decent wings   Short and simple if I want some no fuss good wings that don't cost $2.00 a wings I'm getting them here.,Restaurants
11538,29.9473409,-90.0655896,Manning's Sports Bar and Grill,6,Get what you expect from a sports bar.  Good Bloody Mary.  Decent service. Recliners for the big screen are nice if that's your thing. But food was underwhelming.,Restaurants
10859,29.9546362,-90.0665201,Crystal Menagerie,22,horrible service. go across the street if you need a crystal and some good customer device,Shopping
10533,29.9335594,-90.0700051,Tchoup Industries,14,"Patti and her team at Tchoup Industries have created some very beautiful products. I am a convert. Currently I use on a daily basis a tchoup wallet(no longer made: should have got em when they were around), a happy hour key chain(always find your car keys and be able to open an adult beverage), my nifty fanny pack/Batman utility pack, and the Roulez back pack in hipster black to try and hide my age.  Housed inside the shop you also have the beautiful bags of Dvra and the snappy tunes of Disko Obscura. Go Now....",Shopping
11164,30.0103282,-90.1025426,Foodie Call,2,"Foodie Call: always there when I turn around, at a cool dive bar. Or my homebase for bama gamedays. The burgers are always the  best. My boyfriend and I like to split them just as a nice hearty snack. Just tell them to cut it in half if you are splitting a burger with someone. I've had the #1 and it's always amazing and we just had the jalapeÃ±o burger bc my bf loves spicy things and it's his bday and omg this burger is also perfect. I'm not surprised. I probably wouldn't have been able to eat a whole one because it's so deliciously spicy and I can't handle much spice. But it was still extremely tasty, like always!",Restaurants
12867,30.01308081,-90.050785,Cafe Gentilly,21,Nice little breakfast or brunch spot. Tried the creamed spinach and crawfish omelette and it was spot on. Just the right amount of richness. Order at the counter; cash only and self service beverages. They have a special Benedict menu ONLY available Sundays that looked great.,Restaurants
11251,29.959461,-90.060257,Gazebo Cafe,3,We were told that the bloody Mary's here were awesome. Nice people but the bloody was not worth the 1/2 mile walk.  It was definitely worth checking off the list though.   All the staff were really nice,Restaurants
11108,29.9563092,-90.0693232,RF's,1,I would not recommend this place at all. Maybe they would like to clean it up or maybe get a bartender with less of an attitude. As for service it didn't exist. Party of 7 waked right out the door.,Restaurants
12758,30.0213754,-90.1147367,Wasabi Sushi & Asian Grill,19,"Came here with a group of girls, so we were able to order a bunch of different things to try.  I gotta say they made the best squid steak I ever had.  Flavor was amazing.    The only downside, was that the service was really slow, and everything is extremely over priced.  The food took forever to come out, and we had to wave the waitress down for drinks.  If we had gotten better service, and the prices not so high, I would have given them 4 stars.",Restaurants
13153,29.9559905,-90.0681987,Stiletto's,0,"These girls work hard for the money! The pole dancing routine I witnessed was better than anything I've ever seen live, including Vegas. Two girls stacked, twirling expertly - just an amazing amount of athleticism and artistry. The dj SUCKS, however; during a 15 minute routine, he never once reminded the crowd to take care of the performers. We were the only people tipping in the whole place... the girls deserved better.",Nightlife
11431,29.9562251,-90.11957154,Burger King,5,"By now you've probably noticed that I've given this Burger King a one star rating. Let me preface the following review by saying this: I love Burger King. I love it so hard. This one star rating is NOT for the type of food, the way it's prepared, or the how healthy it is. Because it's delicious. Burger King is a godsend, handed down to man from the heavens above and I will continue to eat it long after the FDA inevitably discovers that it's the cause of all human pain and suffering.  Having said that, I'm giving this Burger King a one star rating for how terrible the service is at this particular location. I know what you're thinking and no, I'm not crazy. I don't expect a lot from fast food restaurants. I'm not asking for a maitre d' to escort me to a private white table clothed booth for one while I dine on Chicken Fries accompanied only by the sounds of my own heavy breathing. I'm not even asking for the employees to smile when they pretend to give a fuck about my extra BBQ sauce packets. All I ask is that when I order drive-thru you DON'T ASK ME TO PULL AROUND AND WAIT BY THE DOUBLE DOORS.  Let me get this straight. You have two drive-thru windows. The first one is never used. Every time I've ever ordered food you tell me to pull up to the second window. After I've ordered and payed you tell me to pull up and wait in the parking lot and someone will walk my food to me. Why not just use the first window for payment so by the time I get to the second window my food is waiting for me? Just like EVERY OTHER FAST FOOD FUCKING RESTAURANT EVER???!!*_#)Y&!!!!?????!!??##@$??  What a giant fuck you"" to your customers to be a fast food restaurant that can't give me my shitty food through the little window the way God intended it. It's not like you're cooking it.  And I know why you're doing it",Restaurants
13148,29.94948204,-90.06626646,Polo Club Lounge,0,"This is a fancy little bar located in the Windsor Court. A friend and I stopped in here to get a drink before heading out to dinner. I really like the nice upscale decor. It feels as if you are in someone's really nice home. They have a whole array of fancy cocktails, but instead of a cocktail, I just decided to get a beer. I really liked that there was a pianist playing background music"" as we chatted on one of the many sofas.  I would definitely love to go back here on a date",Nightlife
13269,29.9699544,-90.1064592,Shamrock,7,"Located in what used to be the famous Rock 'n' Bowl, Shamrock is a pretty spectacular sight. It still somewhat has the feel of that old bowling alley but with a sports-bar twist. As you step inside, you get lost in the pure sight of the establishment. A stage to the right, a fully-stocked bar to the left, and a gazillion pool tables in front of you, you know that you're going to have a fun time. There are screen-porch-esque ping pong table rooms and dart boards all the way in the back. It's just as big as the old bowling alley (they didn't build any walls or anything), and it'll blow you away. This place is definitely for the bar gamer. They have a great selection of drinks and a bomb-ass ladies' room (lounge included). I'm giving Shamrock only 4-stars because it was a little overwhelming for me. I'm more of a chill-out at a table and talk with friends"" kind of bar goer",Nightlife
13466,29.9569509,-90.0673138,Little Tropical Isle,20,Nice hole in the wall bar with a great bartender who likes his music and his booze (Bill).  We came to try the hand grenade and got so much more.,Nightlife
12663,29.96737703,-90.10202768,Trilly Cheesesteaks,18,"Y'all this place is the fucking shit. Are you a carnivore? You'll love it! Are you a vegan? You'll love it! This place makes their vegan food taste better than anywhere else. I've never been disappointed with this place, I highly recommend every sandwich, every sauce. Their vegan dessert.... is insane. 100000/10",Restaurants
12016,30.0054806,-90.1176719,The Crazy Italian,11,"I posted a review 4/5 months ago about how bad the pizza is- I posted pictures below (not even as big as a Race Trac slice) this morning while getting ready for work the owner guy (again) private messages me, still very seemingly butt hurt over a review I made- I tried to report him but the business is either not accredited or nowhere to be found in the BBB (wow what a surprise)- if you like bad pizza ya like bad pizza- don't go there lol",Restaurants
12638,29.958496,-90.0652404,Port St Peter,18,"This place replaced Yo Mama's, which I really enjoyed. I must say it is a good replacement. I really loved the tasty and seasoned grilled chicken sandwich. It was delicious. Great location, too.",Restaurants
10903,29.92113489,-90.1155388,Blink,23,"I'm a pretty big fan of shopping at boutiques, particularly when there are located in a nice areas close by my house. I also wised up and decided not to pay real high prices for the super trendy pieces, and Blink is the perfect balance of really trendy pieces for really reasonable prices, and the quality of the clothes are not cheaply made. So it's the perfect 360 win all the way around. Dresses, Jackets, shoes, and accessories. I got my favorite pair of knee high wedge lace up boots for $49. Case in point.",Shopping
10637,29.9588821,-90.0627742,Trashy Diva,16,"It's official. I am a Trashy Diva addict. It all started with one cute top--a friend dragged me in there, promising adorable clothing that would hug my curves (I'm an hourglass size 6-8 and rarely do I find flattering clothing in department stores). I ended up getting my wedding dress, shoes, corset and accessories from them. Though their day dresses are pricier than mass-market fare, if you take proper care of them (dryclean only or at most handwash cold) they will last and flatter you for years and years. For my wedding attire, I still ended up paying hundreds less than ladies who opt to go to one of those wedding-in-a-box stores. Plus I can wear those heels and gorgeous, floor-length red dress over and over.  As for those who have had unfriendly experiences, keep in mind that Candice, the owner and designer, has extensive experience with the European market and models the store after the European (especially Parisian) style of shopping. The salesladies aren't there to be chummy and will not give you much attention unless it appears that you are serious about a purchase or about putting an outfit together. Then they will give you their undivided attention and suggest ways of pairing garments and accessories. They will not lie and tell you something fits when it doesn't. They will, however, make sure they do whatever is needed to make the piece look right for you, including finding the right size, helping you lace a corset or shoes, or running to the back to get stays or pins.  They did just that when I went in for my wedding outfit. I also appreciate that they gave me ample time to examine every piece. Their no-exchange policy is strict, but if you're seriously going to pay $450 for a dress, you are allowed to take your time and examine it in thorough detail. You might drop some serious cash in a visit, but you will feel and look amazing--and you will wear these numbers time and time again (and yes, men and women alike *will* complement you). Their line is the ultimate in classy, sexy elegance!",Shopping
13163,30.0284557,-89.9912866,Da Dshop On Crowder,1,It's been over 15 years of hanging out here on a Sun night. Memories oh the memories. This place has gone thru several changes but I still stop here for my Daiquiri fix. Never disappointed.,Nightlife
11073,29.9536503,-90.0650564,Iris,1,"After today's lunch, Iris has moved to the top of my New Orleans favorites lists--no small feat in a city where restaurants are numerous and culinary competition is fierce. Iris excels in every area: food, drinks, service, atmosphere, location, music and overall graciousness. I made the reservation for 10-15 people, not knowing exactly how many in my party would show up. Iris pulled out all the stops to make sure everyone had comfortable seating and even prepared an overflow table for us. At no time did we feel jostled or rushed, which is a common fine dining concern.   The layout of the restaurant allowed diners to move freely to and from the table and to exchange seats as needed. The music selection was fun and unique, ranging from the Magnetic Fields to Johnny Cash. It was also quiet enough to be enjoyed while allowing conversation to flow unimpeded. Our waiter had excellent timing and anticipated our every need.   Though they don't have a full drink menu for lunch (I hear they have an amazing mixologist for the dinner hour) they do offer a selection of martinis and wines. One of the guests has accounts with several high-end bars in the Quarter, and the drink list passed his muster. Our table settled for Chardonnays, Perseco and chilled shots of Chartreuse, though I hear they have several types of absinthe as well.   Our group began with slices of warm, heavenly bread that Iris bakes in house. We continued with an assortment of salads--I had the Hollygrove arugula with warm goat cheese, niÃ§oise olives and balsamic vinaigrette. It was fresh perfection. A few of us opted for the mussels, which I heard were delicious. For my main course, I had a wonderful drum with onions prepared in a tangy soy reduction, which was an elegant complement for the fish. I also heard rave reviews about the gnocci and chicken.   All the entrees were creatively arranged and selected, and at no point did I feel overwhelmed or that any fuss or pretense had gone into the food. I also appreciated that the portions were European-sized (it always makes me laugh when other Americans list too-small portion size as a complaint even when the food is well-prepared!). Iris prepares a lot of their basic ingredients in-house, and I appreciate that the kitchen makes a point of incorporating gulf fish and produce purchased from local, farmer-friendly markets.   We settled on the prix fixe menu, which was $20 a person for appetizer, main course and the dessert of the day (the best strawberry sorbet I have had yet). With the added drinks and tip it came out to under $35 a person, which is an excellent price for such a delicious white-linen lunch. No matter the size of my group, I will definitely be returning!",Restaurants
11161,29.89320094,-90.03053073,Dunkin' Donuts,2,"They never ever have any Donuts, there rude and ghetto as hell, there also so so so slow...  i heard Drew Brees just bought it.. for the life of me and my friends & family we can't figure out why. This place has went through 3 managers in 1 year & its terrible, if i want Dinkin Donuts i just wait till I'm in Metairie.",Restaurants
11616,29.94070659,-90.10316269,Green Tea,7,"This was my favorite neighborhood Chinese restaurant until today. I just received my delivery order and I am extremely disappointed. The french fries were undercooked soaked in grease (who can't make French fries?!),the crab Rangoon were empty, the lo mein was salty, the rice was dry, and the chicken was overcooked.I called to complain and was told everything  is the same"" the manager said they were sorry I was unhappy and understood if I went somewhere else next time. Injury",Restaurants
10942,29.961885,-90.090121,Best Life Pharmacy & Restaurant,0,Called in to pick up my order but when I arrived they acted as though they never spoke to me. I was told I'd have to wait an extra 10 minutes on top of the 15 minutes of previous waiting. The food was undercooked and the service staff was incredibly rude. I'll never return to this place.,Restaurants
12576,29.9235868,-90.0868144,Warbucks,17,The all beef frank was great! The coleslaw made it over the top. I also had the ice cream sandwich with brown butter ice cream. Fantastic!!,Restaurants
13382,29.9440589,-90.0697679,McGuire's of New Orleans,15,"This restaurant is now closed (as in out of business) The web site is down, and there is a sign in the window about a new place opening in that location.",Nightlife
11713,29.954792,-90.104882,Rendon Inn,8,Bad service. Really bad. Slow and grumpy. The only thing worthwhile is karaoke.,Restaurants
11867,29.9173977,-90.10705544,EATs @ Grit's Bar,10,"If you go there after about 12  am, the same security guard and door man is always there. My buddy who is 21 tried to get in with his real ID. They denied him. He peacefully asked why won't you let me in and and they kept saying bc it's a private business and we have the right not to let you in. We kept arguing with them and they kept giving us the same reasoning behind not letting my buddy in. Then I tried to record the security guard and the door man denying my friend's entry. The security guard threatened to call the cops. At this point I have no idea as to why he would think the cops needed to be called. Then the security guard walked to f and ms and we thought he was trying to tell the people at f and ms not to let us in. F and ms let us in bc they have great workers who actually know how to check an ID. Moral of the story is that for some unknown reason Gritz decided not to let my legal friend into their bar, but most importantly the doorman and security guard were being assholes. The security guard has a huge ego and believes he has the same authority as an actual cop. I love f and ms and I appreciate its ability to respectfully accept all people into its bar that are over  21. But Gritz is a whole different story. I witnessed Gritz disrespect one of my best friends in a way that no one should be disrespected. I am still confused as to why this bar denied entry to my legal friend. My only thought is That the asshole security guard takes pleasure in bossing people around for no legitimate reason. I think the security guard is full of himself and wishes he was good",Restaurants
13051,29.9682679,-90.0326531,Congreso Cubano,23,"I think Congreso is one of the best popups in New Orleans. Maybe I'm biased because I'm Cuban and they're a Cuban cuisine popup BUT I'm usually incredibly critical of Cuban food (that's not in Miami) and I can say that their food is the real deal. The prices are appropriate for the portion and the taste is out of this world. Every bite of their empanadas transports me back to being a 5 year old girl in Miami and ordering pastries from the local bodega. If they every have the lechÃ³n asada empanada or the guava and cheese empanada, order both!",Restaurants
10221,29.9258957,-90.01902,All Plus Beauty World,6,They have EVERYTHING and a very friendly staff on the floor to assist you with everything from natural hair care products to wigs!,Shopping
10543,29.958918,-90.061087,Cigar Factory New Orleans,15,This is a smaller satellite location...their main location at 415 Decatur....this shop still has a nice selection of freshly rolled cigars and several gentlemen diligently rolling away at their work station's.  Comfy chairs...Cubano music in the background...pretty cool.,Shopping
11677,29.97674275,-90.08633273,Crack Burger and Friends,8,"Great eats! Haha. My favorite is the chicken parm, what a great idea for a 'crack-slider' lol. Don't forget to ask for extra ketchup!",Restaurants
13398,30.0107013,-90.0206112,Passions Mens Club,16,Worst time of my life ! A lot of scams and strippers stink . Probably the worst thing I been to . Don't waste your time,Nightlife
10887,29.929731,-90.0969451,Seasoned Experienced Cookware,22,So much fun to look in here for gently used culinary tools. Got a great deal on my first real chef's knife. And it was sharpened.,Shopping
12519,29.945164,-90.13403,La Mansión,17,Great fresh food and awesome service. Highly recommend this place. The beans are awesome.,Restaurants
10685,29.9167922,-90.105505,McKeown's Books,18,"A great bookstore with new and used books. Fine selection of local books.  History, culinary and more. My favorite part is the live music series they host, An evening of Difficult Music"" free to all who attend. Enjoy! Merci",Shopping
12689,29.9222731,-90.0919262,Cavan,19,"Most exciting place to open this year. Food was excellent (I wish they had a more reasonable steak option than a $50-$75 16 ounce).  Oysters and salad were great, ambience fantastic. Service was perfect. I was overwhelmed at how well thought out and designed everything was from the decor to the service and the menu.",Restaurants
13113,29.983468,-90.098151,Ralph's on the Park,23,"Just as many others have stated, I too had a work related gathering here. This was my first time attending and the event had a set menu. Maybe next visit I'll see their actual menu. Being vegetarian when I saw my group had already chosen either fish or steak I knew I was gonna have to be THAT person and ask for an alternative. The host, of course, were more than happy to accommodate me. They mentioned their Sweet Potato Agnolotti so I accepted. It was amazing. I also enjoyed their house Cabernet a lot. The room that was reserved for us was on the second floor. It was nice to be able to mix and mingle on the balcony before our event began. The host were phenomenal as well. I can't wait to return.",Restaurants
12179,29.9628896,-90.1715022,Parenton's Po Boys,13,Best PoBoys in town! Had the shrimp poboy last time.  This time I tried the  fried oyster ceaser salad. A very ample portion. The interior decor is like a pub style --sports/music memorabilia. Outside looks like a garage and we drove right past it not even seeing it at first as it is in a residential neighborhood. Super fresh seafood as if caught that morning. Ceasar Dressing is incredible. Husband had the turkey sub.As you can see from the picture it was huge. He had to save half for the next meal. Service was just OK. Not over friendly maybe they sensed we weren't locals. Definitely a locals establishment-a Genuine New Orleans experience.,Restaurants
13452,29.9463932,-90.0637286,Public Belt,19,"AMAZING! Try this place out.  Great for some great cocktails with friends, colleagues or even a great spot for a date.  Which there were a circa bar nuts/snacks"" when you order.""",Nightlife
13253,29.9606555,-90.20138821,The Mill,6,"The Mill is my go to bar in the Elmwood/ Harahan area of Jefferson Parish. The bartenders are great and so are the prices. The owner and his staff make all feel welcome and all of the natural wood items on the interior, walls and ceilings, are  interesting and add warmth"" to the fun relaxed atmosphere. The one down side is that it can get smoky on occasions when a lot of cigarette smokers show up. Darts",Nightlife
10789,29.91143455,-90.02044033,Walmart Supercenter,20,"For some reason I end up at this Wal Mart when they first open around 6:30. As I enter the employees are still stocking shelves and arriving for work. I head to the water section and pick up a case for work and head to the only check out that is open.   This whole process only takes about 10 minutes. This seems to be the best time to shop at Wal Mart, otherwise it it jam packed with people.  One note; every time I go to this Wal Mart, the employees stare at me while I go to get my water. It is if I am an Alien sent to observe the Wal Mart workers. My guess is I am the only person crazy enough to go water shopping at 6:30 in the morning.",Shopping
13100,29.9561404,-90.0674814,Old Nawlins Cookery,23,"Loved the alligator, oysters, catfish and fries. Only part of my meal I didn't care for was the hush puppies.  Husband had the taste of New Orleans and said it was eh, but also said he doesn't have a point of comparison.  The restaurant is in a prime location... Right in the center of the action.",Restaurants
12488,30.0384894,-89.9778243,Cajun Seafood,17,"If I could give this place zero stars I would! The WORST customer service. They advertise closing at 9pm YET they actually close"" the kitchen at 8:30.... scratch that 8:28pm according their internal clock. I called beforehand to let them know that I was I route. I stood in front of the cashier at 8:27 and wasn't acknowledged. They refused to service us. Never experienced this kind of treatment. Bad for business.""",Restaurants
11793,29.98953627,-90.05785927,McDonald's,9,"Ok, so this review is really for the McDonald's app. Just downloaded the app last night and it has a lot of great deals like free fry Friday, BOGO frappe, free breakfast sandwiches when you spend at least $1.00. Its a very slick app.   I took advantage of the free bacon, egg and cheesecake biscuit and bought an iced tea. The app allowed me to pay with Apple Pay and it knew when arrived at the Elysian Fields location. I had the option of going through the drive thru or the special pick up locations for mobile orders. I told the cashier that I had an order code and she looked in the system and confirmed my code. I didn't even tell her the code. The whole experience was really cool. McD's stepping up their mobile game.   The sandwich was pretty good, but could have used more bacon. The tea was on point, but could benefit from lemon. I also scored a pair of free fry socks!!!  I will say both the cashier and the order taker were very friendly and professional young ladies. Service with a smile.",Restaurants
12147,29.9436526,-90.1341243,Jazmine Cafe,13,"Do you see how many checkins I have? This spot has my go to soup when I'm sick, the tamarind tofu, my picky youngest niece's favorite soup, the kid's chicken noodle (which has broth, chicken and rice noodles and that's it). And enough variety to feed whomever else I'm with.  The lunch banh mi and soup deal is a good one. And the tofu/avocado bowl is still a favorite. I got the seared tuna the other day and it was delicious with really good quality fish.  The staff is polite and friendly and the whole place is speedy in its turnarounds.",Restaurants
12144,29.9545817,-90.0718384,Great Ball Chinese,13,CHEAP CHEAP CHEAP mounds of food.  that's the best i can say about the place.  it's ridiculously cheap and you get a load of grub.  i got a small order of veggie fried rice and it literally weighed at least three pounds!  set me back a whole $4.20.  wow!  i wouldn't build my evening around a planned visit to the great ball (seriously -- great BALL?!).  BUT it certainly serves its purpose -- especially if alcohol has been involved!,Restaurants
11697,30.00424387,-90.03640688,McDonald's,8,"NASTY NASTY NASTY!!!!!! Steer clear.  I've been told they've had trouble with the Board of Health on several separate occasions.  I live very near here and I won't even get a cup of coffee from here (I drive to the one on Elysian Flds & I-610).    The last time I visited this restaurant was in 2006 and the staff were rude, incompetent, impatient & unprofessional.  I don't get anything from here.  I ignore this place and avoid it like the plague!",Restaurants
12924,29.95278187,-90.07830127,Subway,21,"Agreed! Yes, as someone said, the employees were arguing among them in front of customers! Besides that, i don't think i have ever had an issue with this Subway location. Just good location for people who work around CBD",Restaurants
11146,29.9500396,-90.073689,Blake's On Poydras,2,"I decided to try Blake's the other day when I had an hour to kill between appointments. I'm glad I popped in! I enjoyed a wonderful waitress, fresh coffee, and breakfast tacos that hit the spot. I will definitely return to try their lunch and dinner options. What a great discovery!",Restaurants
12656,29.952115,-90.068014,Starbucks,18,"eww.. Starbucks.  If you have any taste, you will not be caught dead in the green monster while in New Orleans.  This one is super tiny, and four blocks to Cafe Du Monde.  Go for it.  There's also coffee on the third floor of Virgin, two blocks away.",Restaurants
11742,29.950387,-90.0718846,Yo Nashi,8,"Went to Yo Nashi a last week. It wasn't what I was expecting in terms of traditional omakase. It's more of a fusion between gourmet fine dining small plates and traditional omasake. I was pleasantly surprised and had a great experience. They have cooked dishes and as well as sushi pieces. I loved every dish. The flavors were all on point! I had scallops in a beet vinegarette, cooked duck breast, sushi, pork belly, etc. Everything tasted so fancy! Cocktails were great too. Great chill date night spot! The atmosphere felt very high end but the staff made us feel very comfortable. Kyle was our bartender and he recommended and made amazing drinks for us!",Restaurants
10272,29.9591547,-90.0638928,Joan Good Antiques,7,"This is a lovely place on Royal St. known for its antique shops. Antique shops always draw me right in and the ones on Royal Street were no exception.  I've always been a sucker for a time-honored piece piece of jewelry.  I was lucky enough to get my husband's great-grandmother's engagement ring as my own.  This ring is originally from the Edwardian era which has led me to search out other pieces from that time or made in that style.  It was an interesting time in history following as it did the Victorian era which many of us tend to know more about.  At Joan Good Antiques, you'll find quite an array of jewelry, not all of it antique and not all of it precious.  It's just a fun treasure hunt  to look around to see what you might find on any particular visit.   Sifting through things is always half the excitement for me in going to antique shops whether it's for jewelry or anything else.  I did find some pieces with gorgeous metal work, beautiful gem stones and some captivating amber pieces.  I've become interested in cameos the last few years and there were a couple of nice examples here.  Alas, I didn't buy anything on this trip and there was nothing Edwardian this time; I was sorely tempted by a couple of things however.  I'll be back for another look-see on my next trip. A walk down Royal Street while in New Orleans is a must in my opinion and this is one of many antique places worth your while.   The antiques you find in various cities across the country provide another way of learning something about history so I think they're worth seeking out.",Shopping
11406,29.9685888,-90.05230391,Spotted Cat Food & Spirits,4,"We found this place by accident after everywhere else has over an hour wait! And what a happy accident! The food was amazing! Our server was kind and laughed at all our jokes. They had a man playing the piano while we had our breakfast. The drinks from the bar were delish. We didn't take advantage of the bottomless mimosa but others around us were and the drinks kept coming!  I had the southern Bennie which was an amazing bacon biscuit cut in half topped with two perfectly fried pieces of chicken , egg and a creamy hollandaise sauce. The amount of food on my plate was so much and every bite was amazing   My husband got the shrimp and grits. The shrimp were perfectly grilled with a creamy grits and tomatoe sauce that gave it a nice zing with perfectly cooked eggs.   Our friends got the Havoes Ranchos and he added a side of steak. To our happy surprise he got a perfectly cooked $6 large piece of steak along with his huge plate.   Our other friend got the biscuits and gravy. It was a large bacon biscuit topped with a delish sausage gravy with two over easy eggs! Sooo good!   If I was a local and could access this place often, I would!",Restaurants
10521,29.9544186,-90.0645593,H&M,14,"It's suppose to be a flagship store although it doesnt feel like it. Housewares is way too small. So is their curvey girl section.  It's teeny.  If you're curvey don't expect too much. First floor is all abt us chics. Still though, compared to other stores it should be bigger. I'll take what I can though.",Shopping
10522,29.9589601,-90.0610517,Jazz Funeral,14,"True, when it comes right down to it this is nothing more than another tacky French Quarter tourist trap that sells over priced tee-shirts (OK, I admit it - I live here and I bought one) and other assorted crap but it's by far the coolest of such shops. It has all of the required fake voodoo items that the name implies as well as a good selection of fake mardis gras beads, cheesy sex toys, coffee cups, shot glasses, etc. required of such establishments. But hey, it's fun. I take out of town visitors here and they mostly all love it. Hey, grab grandma and go!",Shopping
